"","YEAR","MSTI_VAR","MSTI.Variables","Unit","PowerCode","Germany","United Kingdom","France","Italy","Russia","Spain","Israel","United States","China (People's Republic of)","Japan","Korea","Mexico","Canada","European Union (28 countries)","Finland"
"14",2011,"B_PPPCT","BERD at constant prices and PPP $","US Dollar","Millions",62769.7591826875,24320.6502707252,33438.2556608163,13798.210730774,20289.4985222144,10171.1226821085,7768.15737494553,288074.37234202,183892.036530017,111767.957927543,44699.8619062987,3220.46617711027,13395.1204252382,199652.774303503,5463.65850583008
"15",2011,"B_SERV","BERD performed in service industries (current PPP $)","US Dollar","Millions",8804.55833735027,15195.6222320073,16241.2297252574,3609.6572056597,NA,4986.70666701968,5505.98306580834,88838,12049.5923920487,12264.1553603691,3955.30752482634,1357.59987549916,6128.70193739713,NA,1174.53885678119
"16",2011,"B_XAERO","Percentage of BERD performed in the aerospace industry","Percentage","Units",4.51023157103365,6.44236624119668,9.21382721329886,8.71015121982763,NA,6.52253828871978,NA,8.85910239278052,NA,0.20841315740881,0.20414426641724,NA,7.78382857819344,NA,0.09408320848131
"17",2011,"B_XCOMP","Percentage of BERD performed in the computer, electronic and optical industry","Percentage","Units",12.8499604520217,5.6151698624786,11.0689084005185,13.3354271937036,NA,2.81373198119239,19.5422126916051,21.3211467120945,16.1401954143198,25.6073243828238,48.9563192275608,0.87746476640876,14.5377056943294,NA,49.7233782573379
"18",2011,"B_XDRUG","Percentage of BERD performed in the pharmaceutical industry","Percentage","Units",7.96774294597198,3.03650004021094,2.90952529930053,5.34303899199099,NA,8.59291903905822,3.54920181081725,15.6239692886264,3.2107537456377,10.0224678119177,2.26067991968971,17.1298412262756,3.06617734106784,NA,2.31438222403956
"19",2011,"B_XFA","Percentage of BERD financed by the rest of the world","Percentage","Units",4.04094194670029,21.4490872117738,9.13776489917021,12.5280592685653,4.99063530247745,7.44326303893167,53.2176951790962,5.28508085905091,1.59127514069206,0.57087897124606,0.12612218148295,0.60095871926932,10.4060613235468,10.2282360847895,4.96798775471364
"20",2011,"B_XFB","Percentage of BERD financed by the business sector","Percentage","Units",91.3501523184513,68.6871704139429,83.2648194491623,80.2675214543708,36.0246166977838,77.9586348382565,43.2108649035025,83.8343103518627,92.9888598444074,98.2747080333429,93.7592001805678,89.7705314491322,86.0009470818042,82.6296257085621,92.1378510429045
"21",2011,"B_XFG","Percentage of BERD financed by government","Percentage","Units",4.3491029265504,9.26345055778311,7.5336388151373,6.9023491265831,58.6665713489438,14.3810658986862,2.92049876896196,10.7551378480204,4.38497297051483,1.04927745596441,6.05597028399072,9.23140471550221,3.59299159464899,6.88195652300133,2.84855777731862
"22",2011,"B_XFON","Percentage of BERD financed by other national sources","Percentage","Units",0.25980280829803,0.60029181650027,0.06377683653026,0.30207015048082,0.31817665079501,0.2170375761404,0.65094114843936,0.12547094106606,NA,0.10511924188981,0.05870735395855,0.3971051079182,NA,0.26018168364712,0.04560540627039
"23",2011,"B_XGDP","BERD as a percentage of GDP","Percentage","Units",1.88956465121785,1.05854138467395,1.40162429574095,0.66110200115068,0.61724157198923,0.69095949456723,3.36134015261079,1.89216952498626,1.34464041123187,2.49726612380535,2.86514862446452,0.17842835929402,0.95450587907596,1.169955736839,2.56385103799989
"24",2011,"B_XSERV","Percentage of BERD performed in service industries","Percentage","Units",13.5960859248353,61.6313001918636,47.3638057406085,25.2981441622865,NA,48.147300384824,69.00103248352,30.207451384426,6.42014565122522,10.7387535856662,8.85243053015449,39.8083987146884,44.9804664377886,NA,20.8981893880622
"25",2011,"B_XVA","BERD as a percentage of value added in industry","Percentage","Units",2.98577994039804,1.77315706540173,2.41854655500507,1.07788914827211,0.8954472298437,1.08365673413055,5.70211922650805,3.02536987207203,1.70162809069439,3.48638871835112,4.14271007289714,0.23876306514209,1.48285726072535,1.87876958322188,4.41432535726155
"26",2011,"BH_RS","Business enterprise sector: Total researchers (headcount)","Persons","Units",216320,108614.528,197056.26,47816,202185,59391,48774,1003000,1072087,534908,250626,13708.8313,NA,NA,27960
"27",2011,"BH_WRS","Business enterprise sector: Woman researchers (headcount)","Persons","Units",30638,20745.13,38699.11,9927,77637,17441,NA,NA,NA,40680,31972,3126.976995,NA,NA,4702
"28",2011,"BH_WRXRS","Business enterprise sector: Women researchers as a percentage of total researchers (headcount)","Percentage","Units",14.1632766272189,19.0997745715932,19.6386098061538,20.76083319391,38.3989910230729,29.3664023168494,NA,NA,NA,7.60504610138566,12.7568568304964,22.8099458412622,NA,NA,16.8168812589413
"29",2011,"BP_RS","Business Enterprise researchers (FTE)","Full time equivalent","Units",190693,89043.1,148439.3619,39808.1,214744,44914.9,46452,853000,818811,490920,223513.32991,11651.920676,99040,746840.67507,22948.659
"30",2011,"BP_RSGRO","Business Enterprise researchers, compound annual growth rate","Growth rate","Units",2.62519172295024,5.91037964920598,3.20628306699999,3.94628271813833,1.67129072883427,-1.0190117084974,10.3687511879871,6.09452736318408,10.6664808734587,0.07787368154966,10.6071231880816,9.49773160222198,4.77097217814451,3.82414564943936,0.1955101091258
"31",2011,"BP_RSXEI","Business Enterprise researchers per thousand employment in industry","Per thousand","Units",6.27403434888465,4.20955398387746,8.03199837130026,2.14931457295114,4.03032919184715,3.15719587802786,20.4748009908584,8.70124041129427,NA,9.38408728627943,11.3780246641519,0.43208980127257,7.63918429493546,4.46897584927758,12.9690076292738
"32",2011,"BP_RSXRS","Business Enterprise researchers as a percentage of national total","Percentage","Units",56.3033179995593,35.4248687925092,59.5552203721134,37.5012835452792,47.9790159949417,34.4876066246452,84.1765729196869,67.9797192509321,62.1212121212121,74.7611745051786,77.3667654290457,29.2573045286876,59.9878861296184,45.9084478164683,57.3679056783522
"33",2011,"BP_TT","Total Business Enterprise R&D personnel (FTE)","Full time equivalent","Units",357129,158385.4,239111.3907,112478,439683,89841.1,59790,1231000,2169291,602252,254279.94681,28038.975047,148930,1370740.384874,31179.564
"34",2011,"BP_TTGRO","Total Business Enterprise R&D personnel, compound annual growth rate","Growth rate","Units",5.90668750426291,2.26971756918477,1.49566018822049,0.23731928132271,-0.9970480352885,-2.5809655686918,11.7340359925997,NA,15.7626191010341,-2.0365273629899,10.4501640142276,5.29000268293765,3.23005475843903,4.73388622758766,2.03127908478193
"35",2011,"BP_TTXEI","Total Business Enterprise personnel per thousand employment in industry","Per thousand","Units",11.7499835493847,7.48774348105609,12.9382279476219,6.07289985044247,8.25199879884389,6.31518606514741,26.3538351684195,12.5571242043414,NA,11.5122328206966,12.9442101174386,1.03977322647753,11.4873153982708,8.20229251045706,17.6205504379768
"36",2011,"BP_TTXTT","Total Business Enterprise R&D personnel as a percentage of national total","Percentage","Units",62.0986466725076,44.4580238551635,59.4077817505305,49.3121257025612,52.3941738571921,41.7712484912507,84.927770912345,NA,75.2467564812274,69.238295059351,70.3647253952837,38.1814416418494,62.0748582860954,52.4589037026071,57.1830718720936
"37",2011,"C_CVXTT","Civil Budget R&D as a percentage of Total GBARD","Percentage","Units",96.0522289096034,85.5240625274436,93.2019242895989,99.2719453358657,NA,98.326923473083,NA,54.9970895877798,NA,97.3581590038079,86.1980753159231,100,97.0082351714792,95.4474627292358,97.4535442580332
"38",2011,"C_DFXTT","Defence Budget R&D as a percentage of Total GBARD","Percentage","Units",3.94777109039658,14.4759374725564,6.79807571040114,0.7280546641343,NA,1.67307652691701,NA,45.0029104122202,NA,2.64184099619211,13.801924684077,0,2.9917648285208,4.5525372707642,2.54645574196687
"39",2011,"C_ECOPPP","Civil GBARD for Economic Development programmes (current PPP$)","US Dollar","Millions",7117.76622995795,1011.54017635542,3213.83929022388,2596.72301937858,NA,2390.31159062346,565.12896290972,6526,NA,8957.53048045374,8050.17211687029,2001.16605436205,2067.09607389773,23714.6371014246,834.292493756798
"40",2011,"C_ECOXCV","Economic Development programmes as a percentage of Civil GBARD","Percentage","Units",24.6163972556813,9.1671052124915,17.2552626716501,21.6620669180952,NA,23.9376781820461,38.193219003238,10.4652095126606,NA,26.9770663055244,53.5997772181489,37.0569631139416,27.5413711583924,21.1769280938242,37.1109607577808
"41",2011,"C_EDUPPP","Civil GBARD for Education and Social programmes (current PPP$)","US Dollar","Millions",1101.04460059233,481.40927743378,1005.51332822833,1810.3644825727,NA,357.592240218001,57.5192938071213,1158,NA,221.926941500096,303.667147140879,171.027693816382,432.291648696521,6533.60510112894,131.860907907604
"42",2011,"C_EDUXCV","Education and Social programmes as a percentage of Civil GBARD","Percentage","Units",3.80790130059721,4.36278222028264,5.39865096901478,15.1022023816069,NA,3.58109294215603,3.88733745652658,1.85698936801424,NA,0.66836923735782,2.02188117209473,3.16703700195263,5.75972490866108,5.83444245122937,5.86543090758157
"43",2011,"C_GUFPPP","Civil GBARD for General University Funds (GUF) (current PPP$)","US Dollar","Millions",11898.1351561284,3197.63967538172,4545.84731261807,4005.9998339157,NA,2690.5333862558,758.473896301925,0,NA,12357.5997525191,NA,1607.59479213839,2171.13641472208,37589.7747953501,618.754136875705
"44",2011,"C_GUFXCV","General University Funds (GUF) as a percentage of Civil GBARD","Percentage","Units",41.1490363890153,28.9786802551695,24.4068798595636,33.418364541986,NA,26.9442371408337,51.2600866898525,0,NA,37.2169303390362,NA,29.7689343593367,28.9275736084247,33.5672839731693,27.5233933712013
"45",2011,"C_HEAPPP","Civil GBARD for Health and Environment programmes (current PPP$)","US Dollar","Millions",2730.74216781065,3554.12898144257,1817.58324493601,2275.37838097216,NA,2049.88823651394,37.1124927869659,35435,NA,2321.20113766002,2316.91055746011,731.919921454627,1847.72419246964,15518.320213971,203.456860083276
"46",2011,"C_HEAXCV","Health and Environment programmes as a percentage of Civil GBARD","Percentage","Units",9.44411938154706,32.2093724730134,9.75869465979932,18.981384762554,NA,20.5285223513617,2.50818071236444,56.8241953847881,NA,6.99067640749363,15.4264887646303,13.5534627286837,24.6185256823555,13.8577010435661,9.05015879557077
"47",2011,"C_NC","Total GBARD in national currency (for euro area: pre-EMU euro or EUR)","National currency","Millions",23743.5246,9109.6,16813.5815,9161.4,313899.3,7252.3162,5836.9,113386,NA,3664755,14890190.21,41436.135258,9593,NA,2071.703
"48",2011,"C_NORPPP","Civil GBARD for Non-oriented Research programmes (current PPP$)","US Dollar","Millions",4874.25864686933,2369.51374270878,3327.18298705584,295.378726279245,NA,1998.98665091519,60.7894519830219,10581,NA,7116.25438045715,4037.71232334002,888.5345322095,711.345586101364,20048.0399485196,409.924629598929
"49",2011,"C_NORXCV","Non-oriented Research programmes as a percentage of Civil GBARD","Percentage","Units",16.857351492279,21.4737706811793,17.8638106058796,2.4640724817751,NA,20.0187704931527,4.10834518323083,16.9678795362337,NA,21.4317625474434,26.8839569962063,16.45360279512,9.47775628626693,17.9026943822139,18.2342487275551
"50",2011,"C_PPP","Total Government Allocations for R&D (GBARD) at current PPP $","US Dollar","Millions",30103.1388112911,12902.165206563,19983.7828528407,12075.3353990838,18096.7975298941,10155.4703494473,1479.65784937323,113386,NA,34105.2488152466,17423.8696162781,5400.24299403308,7736.89139168978,117324.613743874,2306.84545258323
"51",2011,"C_PPPCT","Total GBARD at constant prices and PPP $","US Dollar","Millions",29178.8767060492,12726.8411269516,19487.1800507085,11677.3602384149,17116.4992652942,9973.02836021878,1440.45612840345,111065.927608953,NA,33377.5743543236,17431.4319899465,5099.58650922662,7606.21464657925,114312.290586064,2242.54371568214
"52",2011,"C_SPAPPP","Civil GBARD for Space programmes (current PPP$)","US Dollar","Millions",1390.42873395233,420.223985332753,2582.7192225061,1003.57591338249,NA,498.249314275532,0.63375158447688,8658,NA,2229.72037131851,310.578109976354,0,275.827880325019,6602.30532083313,49.8136258753129
"53",2011,"C_SPAXCV","Space programmes as a percentage of Civil GBARD","Percentage","Units",4.80872017496517,3.80828915786366,13.8667477017365,8.37190891398287,NA,4.98969748811783,0.04283095478764,13.8841225805417,NA,6.7151671357518,2.06789584891984,0,3.67504835589942,5.89579104393535,2.2158074403105
"54",2011,"EXCH","Exchange Rates","National currency per US dollar","Units",0.71935525360915,0.6241408357405,0.71935525360915,0.71935525360915,29.3823413709302,0.71935525360915,3.5781293062201,1,6.46146132655007,79.8070198321892,1108.292125,12.423325,0.98953069187936,NA,0.71935525360915
"55",2011,"G_BRXGDP","Basic research expenditure as a percentage of GDP","Percentage","Units",NA,0.27260411080018,0.53333050036218,0.29060811087689,0.17737142345116,0.26563661603682,0.49883638701149,0.48094969034103,0.08416386572998,0.39780752673183,0.67632174092675,0.15463912058485,NA,NA,NA
"56",2011,"G_CVXGDP","Estimated Civil GERD as a percentage of GDP","Percentage","Units",2.76850722398562,1.54073525459306,2.12012136793743,NA,NA,1.28238024417791,4.01151426596751,NA,NA,3.22506448301159,3.59604883745623,NA,NA,1.8344849847657,3.62302952724909
"57",2011,"G_FBXGDP","Business-financed GERD as a percentage of GDP","Percentage","Units",1.83351120449703,0.76346298613721,1.20636207599318,0.54549632849697,0.28027617761112,0.58716703925175,1.49804019794776,1.61410118344558,1.312208548283,2.48300446573472,2.75949860409205,0.16532180399652,0.88037827677055,1.0183990319099,2.43842707587279
"58",2011,"G_FGXGDP","Government-financed GERD as a percentage of GDP","Percentage","Units",0.83553338764095,0.50699098717822,0.7703327731811,0.50697942530484,0.67921722821091,0.58933809083852,0.52286445630191,0.86461824682669,0.38482797691235,0.53239567325352,0.93227152401813,0.32223923239722,0.60482925509105,0.63440075799249,0.91089557015071
"59",2011,"G_GRO","GERD, compound annual growth rate (constant prices)","Growth rate","Units",6.79074074336088,1.90459652549959,2.80444338766548,-0.5145878522397,0.61926751506509,-2.7985701351634,7.06259769861686,2.65908395628569,13.7319879985528,3.31346486682911,11.9880766967244,-0.528785919741,0.98449624068462,3.99116781791613,0.17131140215723
"60",2011,"G_NC","GERD in national currency (for euro area: pre-EMU euro or EUR)","National currency","Millions",75569.072473,27379.7,45111.514,19810.6,610426.7,14184.2946,37566.1,429792,868700.93,15945058,49890418.95,75005.87322,31705,NA,7163.692
"61",2011,"G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","US Dollar","Millions",95809.965740943,38778.5866235766,53617.2914699277,26111.6902937421,35192.0771939962,19862.3693818155,9523.03015904671,429792,247808.303285244,148389.229420122,58379.6541633494,9775.28282610372,25570.5349289612,328461.835093712,7976.78543396755
"62",2011,"G_PPPCT","GERD at constant prices and PPP $","US Dollar","Millions",92868.2950668648,38251.6347593304,52284.8862199917,25251.1092997951,33285.7325966192,19505.5439413271,9270.72914821511,420997.717168851,242801.464198775,145223.175622655,58404.9923212405,9231.04765451373,25138.6464473882,319982.882020666,7754.43800374977
"63",2011,"G_XEB","Percentage of GERD performed by the Business Enterprise sector","Percentage","Units",67.590084578912,63.5806820381524,63.9539608446748,54.6439784761693,60.9555414270051,52.1447784932499,83.7923021021613,68.4265877447696,75.7376143248747,76.9628934557654,76.5343168961302,34.887331293708,53.2849708247911,62.4036572895137,70.4584716930879
"64",2011,"G_XEG","Percentage of GERD performed by the Government sector","Percentage","Units",14.5222107945297,8.57861846550547,13.8523171711772,13.3948492221336,29.8373744136683,19.4749536575474,2.09044856932181,12.7908383590202,16.3327164850624,8.3754665552173,11.7284996461229,32.1573173200103,8.99542658886611,12.9316020091257,8.84616479882162
"65",2011,"G_XEH","Percentage of GERD performed by the Higher Education sector","Percentage","Units",17.8877046265583,26.0287731421455,20.9467166187329,28.617003018586,9.03219010570803,28.2144703903711,12.9164326347425,14.5267943563398,7.92966919006291,13.2108581856523,10.0897458989969,30.8301477567946,37.3190348525469,23.5988474959649,19.987472939931
"66",2011,"G_XEI","Percentage of GERD performed by the Private Non-Profit sector","Percentage","Units",NA,1.81192635419672,1.24708738438706,3.34416928311106,0.17489405361856,0.16579675382659,1.20081669377444,4.25577953987045,NA,1.45078180336503,1.64743755874995,2.12520362815396,0.40056773379593,1.06317418587193,0.7078891722313
"67",2011,"G_XFA","Percentage of GERD financed by the rest of the world","Percentage","Units",4.17912896989488,17.7638907657863,7.74694238814508,9.05828192987593,4.28315144144252,6.67981895976695,47.640026513266,3.79369555505919,1.33758691843463,0.47934601429484,0.22414808633312,0.57081529968221,5.96751301056616,9.31404165454011,6.54307862482083
"68",2011,"G_XFB","Percentage of GERD financed by the business enterprise sector","Percentage","Units",65.5850421992515,45.8569670230134,55.044446080883,45.0884879811818,27.6786058014828,44.3118524907118,37.3435091744951,58.3707933139751,73.9108717196838,76.5233654214366,73.7121763376172,32.3246627885869,49.1468222677811,54.319853452732,67.0116331076211
"69",2011,"G_XFG","Percentage of GERD financed by government","Percentage","Units",29.8871871373961,30.4521232884217,35.1490996289772,41.9048388236601,67.0759322945736,44.4756956754127,13.0340919073313,31.267217630854,21.6756484881396,16.4078273782385,24.9029888513293,63.0060540877735,33.7643904746885,33.837970308973,25.0327763951884
"70",2011,"G_XFON","Percentage of GERD financed by other national sources","Percentage","Units",0.34863998111679,5.92701892277856,2.05951411872366,3.94839126528222,0.96231046250107,4.53263357911362,1.98237240490762,6.5685261707989,NA,6.58944237142317,1.16068672337738,4.09846781862451,11.1212742469642,2.52816812475328,1.41249791308727
"71",2011,"G_XGDP","GERD as a percentage of GDP","Percentage","Units",2.79562403714966,1.66487893923308,2.19161452586975,1.20983504420161,1.01260944868873,1.32507897153438,4.01151426596751,2.76525483346332,1.7753931427838,3.24476642141925,3.74361298390238,0.51144169725073,1.7913228895527,1.87481918152833,3.63881159552799
"72",2011,"G_XPOP","GERD per capita population (current PPP $)","Percentage","Units",1193.52184043529,612.761106479838,820.714701820415,434.760078150884,246.165732954527,424.990786156615,1226.70850906976,1377.10590904139,183.922739663224,1160.82350462816,1169.06610656126,84.5005992765032,744.567997377066,650.623976962902,1480.38999943722
"73",2011,"GDP","Gross Domestic Product (national currency)","National currency","Millions",2703120,1644546,2058369,1637462.9,60282540.4,1070449,936456.8467,15542582,48930060,491408500,1332681000,14665576.472,1769921,NA,196869
"74",2011,"GDP_PPP","Gross Domestic Product (current PPP$)","US Dollar","Millions",3427140.57640698,2329213.59684205,2446474.54363123,2158285.16613797,3475385.03018789,1498957.40620017,237392.404156138,15542582,13957939.6424097,4573186.79213948,1559446.83423162,1911319.09632146,1427466.54319514,17519654.0727706,219214.027012853
"75",2011,"GH_RS","Government sector: Total researchers (headcount)","Persons","Units",64278.9824,8617,27625.7,23715,128717,33278,NA,NA,320814,35234,23710,9279,NA,NA,5937
"76",2011,"GH_WRS","Government sector: Woman researchers (headcount)","Persons","Units",21507.2963,2874,9714,10925,58029,16021,NA,NA,NA,5409,5236,NA,NA,NA,2551
"77",2011,"GH_WRXRS","Government sector: Women researchers as a percentage of total researchers (headcount)","Percentage","Units",33.4592980426523,33.3526749448764,35.1629098991157,46.0678895214,45.0826231189353,48.1429172426228,NA,NA,NA,15.3516489754215,22.0835090679038,NA,NA,NA,42.9678288697996
"78",2011,"GP_RS","Government researchers (FTE)","Full time equivalent","Units",54185.213,7570.6,26807.7,18779.7,141572,22892.6,477,NA,250250,32164,21202.7556,8262.9,9450,201021.167083182,4630.4
"79",2011,"GP_RSGRO","Government researchers, compound annual growth rate","Growth rate","Units",4.63802409457876,-12.172485600097,0.7378464701739,7.3389461410518,-2.4018310169865,-6.0901169945687,NA,NA,8.00636859930091,-0.7957559681698,7.33739513423648,1.26239446855287,-1.6649323621228,1.3152734315619,1.75137890873931
"80",2011,"GP_RSXRS","Government researchers as a percentage of national total","Percentage","Units",15.9985278872998,3.01188426369443,10.7554927529603,17.6914460774385,31.630617164791,17.5779303397169,0.8643809799942,NA,18.9858628344433,4.89818792631093,7.33910867694157,20.7476679864494,5.72380375529982,12.3568119240142,11.5752450046446
"81",2011,"GP_TT","Government Total R&D personnel (FTE)","Full time equivalent","Units",93663,16918.8,49684.7,36152.6,276341,43912.6,837,NA,414316,62833,28246.4306,16817.32,19740,356381.636111832,6880.8
"82",2011,"GP_TTGRO","Government Total R&D personnel, compound annual growth rate","Growth rate","Units",3.45958842827319,-9.7441609612609,-0.4812133445394,4.29196187487018,-1.4848167240629,-4.5538029503757,NA,NA,6.16812199099437,1.62218987546499,4.85468841389392,0.62003064553668,-0.7042253521127,1.35548691840228,0.65829895549898
"83",2011,"GV_GRO","GOVERD, compound annual growth rate (constant prices)","Growth rate","Units",4.8710780026394,-8.2377806863058,1.60028630694953,-2.6939030533137,-2.999797894138,-5.7660333205187,8.81085907083159,3.31562613578524,2.50791332234488,-4.1160813352212,3.6352647406297,-4.3247126598272,-14.289785567343,0.87276364611384,-4.1678745892227
"84",2011,"GV_NC","GOVERD in national currency (for euro area: pre-EMU euro or EUR)","National currency","Millions",10974.3,2348.8,6248.99,2653.6,182135.3,2762.3848,785.3,54974,141882.46,1335473,5851397.61,24119.87666,2852,NA,633.712
"85",2011,"GV_PPP","Government Intramural Expenditure on R&D (GOVERD) at current PPP $","US Dollar","Millions",13913.7251870665,3326.66699275217,7427.23727300892,3497.62154419725,10500.3918363198,3868.18723239946,199.074047715876,54974,40473.8276020224,12428.290281627,6847.05753195623,3143.46871731864,2300.17869791507,42475.3772661896,705.639585137167
"86",2011,"GV_PPPCT","GOVERD at constant prices and PPP $","US Dollar","Millions",13486.529570896,3281.46180282162,7242.66827178236,3382.34801762371,9931.58866118573,3798.69564322599,193.799824844563,53849.1374982326,39656.0747691661,12163.1185046999,6850.02931771482,2968.45728622334,2261.3284866094,41344.1952077835,685.970365034158
"87",2011,"GV_XFB","Percentage of GOVERD financed by the business sector","Percentage","Units",9.28104753833958,9.74540190735695,7.78802654508969,5.27208320771782,11.8201688524959,6.86780132876492,2.05017190882465,0.34379888674646,4.20694707436,2.00730377926023,3.20086581400508,1.3427744074542,2.80504908835905,8.42529925291409,11.0042101143737
"88",2011,"GV_XGDP","GOVERD as a percentage of GDP","Percentage","Units",0.40598641569742,0.14282361210936,0.30358939529307,0.16205558000734,0.30213607255344,0.25805851563223,0.08385864258106,0.35369927596329,0.28996992850612,0.27176432642089,0.4390696355692,0.16446592949176,0.16113713549927,0.24244415494599,0.32189527045904
"89",2011,"H_GRO","HERD, compound annual growth rate (constant prices)","Growth rate","Units",5.04987445470151,-1.9255954157812,-0.2079731047518,-1.0684608766375,8.809915444316,-2.9658241500703,0.86991534548782,1.29769870805982,6.63747067898386,6.03021120461658,4.42182807042986,5.49291967577195,1.87968891141168,0.87545447382635,-2.0393179689022
"90",2011,"H_NC","HERD in national currency (for euro area: pre-EMU euro or EUR)","National currency","Millions",13517.572473,7126.6,9449.381,5669.2,55134.9,4002.0236,4852.2,62435,68885.11,2106479,5033816.5,23124.42154,11832,NA,1431.841
"91",2011,"H_PPP","Higher Education Expenditure on R&D (HERD) at current PPP $","US Dollar","Millions",17138.2036745466,10093.5903399811,11231.0621028458,7472.38319956401,3178.61531430926,5604.06232805847,1230.03577527948,62435,19650.3786760277,19603.4906614745,5890.35876179513,3013.73413893234,9542.6768421217,77513.2075462128,1594.35783009062
"92",2011,"H_PPPCT","HERD at constant prices and PPP $","US Dollar","Millions",16612.0063132814,9956.43123466816,10951.9669509286,7226.11071054881,3006.43064620427,5503.38591980654,1197.44748517864,61157.4726180041,19253.3528995919,19185.2277842097,5892.91531754182,2845.9456313867,9381.50022915935,75563.9717688225,1549.91619764321
"93",2011,"H_XFB","Percentage of HERD financed by the business sector","Percentage","Units",13.9402106004155,3.98787640670165,2.5716922621704,1.2647287095181,23.9858964104406,8.0089382781251,6.79897778327357,4.486265716345,35.2627440095545,2.66088577194456,11.000408662493,1.35482200693354,8.16430020283976,6.54617291070745,5.47064932489013
"94",2011,"H_XGDP","HERD as a percentage of GDP","Percentage","Units",0.5000729702344,0.43334756218434,0.45907128410892,0.34621853111909,0.09146081043393,0.3738640140726,0.51814453779678,0.40170288308596,0.14078280304582,0.42866149038936,0.37772103751761,0.15767823095226,0.66850441347382,0.44243571947397,0.72730648299123
