"","MSTI_VAR","MSTI.Variables","COU","Country","YEAR","Year","Unit.Code","Unit","PowerCode.Code","PowerCode","Reference.Period.Code","Reference.Period","Value","Flag.Codes","Flags","src","info_type"
"1","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","AUS","Australia",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,20978.1038296501,"e","Estimated value","G_","PPP"
"2","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","AUS","Australia",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,23129.6839436887,"e","Estimated value","G_","PPP"
"3","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","AUS","Australia",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,21151.5170249401,"e","Estimated value","G_","PPP"
"4","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,25570.5349289612,"","","G_","PPP"
"5","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,26019.4621977709,"b","Time series break","G_","PPP"
"6","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,26504.0743786827,"","","G_","PPP"
"7","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,27793.5422531976,"b","Time series break","G_","PPP"
"8","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,27005.5171382895,"","","G_","PPP"
"9","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,27586.7269111311,"","","G_","PPP"
"10","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,27162.8117273698,"p","Provisional value","G_","PPP"
"11","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CAN","Canada",2018,2018,"USD","US Dollar",6,"Millions",NA,NA,27598.0222227425,"p","Provisional value","G_","PPP"
"12","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,53617.2914699277,"","","G_","PPP"
"13","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,55097.7262196232,"","","G_","PPP"
"14","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,58353.3263369787,"","","G_","PPP"
"15","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,60585.6499066721,"b","Time series break","G_","PPP"
"16","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,61645.6567122176,"","","G_","PPP"
"17","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,63041.4855504712,"p","Provisional value","G_","PPP"
"18","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","FRA","France",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,64672.121767917,"e","Estimated value","G_","PPP"
"19","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,95809.965740943,"","","G_","PPP"
"20","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,100490.08504661,"","","G_","PPP"
"21","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,102905.454647198,"","","G_","PPP"
"22","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,109562.683366854,"","","G_","PPP"
"23","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,114128.17695843,"","","G_","PPP"
"24","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,119921.255241296,"","","G_","PPP"
"25","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","DEU","Germany",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,131339.455650493,"e","Estimated value","G_","PPP"
"26","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,26111.6902937421,"","","G_","PPP"
"27","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,27419.6116133081,"","","G_","PPP"
"28","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,28459.4047920513,"","","G_","PPP"
"29","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,29448.3378442964,"e","Estimated value","G_","PPP"
"30","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,30002.8945880574,"","","G_","PPP"
"31","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,32460.2431430034,"b","Time series break","G_","PPP"
"32","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","ITA","Italy",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,33542.902729294,"p","Provisional value","G_","PPP"
"33","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,148389.229420122,"","","G_","PPP"
"34","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,152325.567587805,"","","G_","PPP"
"35","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,164655.764309366,"b","Time series break","G_","PPP"
"36","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,169554.148525839,"","","G_","PPP"
"37","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,168546.119458247,"","","G_","PPP"
"38","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,164758.219709342,"","","G_","PPP"
"39","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","JPN","Japan",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,170900.73564917,"","","G_","PPP"
"40","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,58379.6541633494,"","","G_","PPP"
"41","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,64862.488554488,"","","G_","PPP"
"42","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,68234.054772454,"","","G_","PPP"
"43","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,73099.8133108071,"","","G_","PPP"
"44","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,76932.3905476723,"","","G_","PPP"
"45","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,80465.5603788698,"","","G_","PPP"
"46","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","KOR","Korea",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,90979.6312380207,"","","G_","PPP"
"47","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","MEX","Mexico",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,9775.28282610372,"","","G_","PPP"
"48","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","MEX","Mexico",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,9798.98979002142,"","","G_","PPP"
"49","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","MEX","Mexico",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,10292.5457559401,"","","G_","PPP"
"50","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","MEX","Mexico",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,11519.1619624227,"e; p","Estimated value; Provisional value","G_","PPP"
"51","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","MEX","Mexico",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,11670.3613987066,"e; p","Estimated value; Provisional value","G_","PPP"
"52","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","MEX","Mexico",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,11259.9348197936,"e; p","Estimated value; Provisional value","G_","PPP"
"53","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,38778.5866235766,"","","G_","PPP"
"54","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,38490.1618178652,"e","Estimated value","G_","PPP"
"55","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,41532.087885621,"","","G_","PPP"
"56","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,43811.1309640808,"e","Estimated value","G_","PPP"
"57","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,45678.1989343539,"","","G_","PPP"
"58","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,47420.6850159966,"e","Estimated value","G_","PPP"
"59","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","GBR","United Kingdom",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,49345.3159905129,"p","Provisional value","G_","PPP"
"60","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,429792,"d","Definition differs","G_","PPP"
"61","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,434349,"d","Definition differs","G_","PPP"
"62","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,454821,"d","Definition differs","G_","PPP"
"63","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,476452,"d","Definition differs","G_","PPP"
"64","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,495098,"d","Definition differs","G_","PPP"
"65","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,516254,"d; p","Definition differs; Provisional value","G_","PPP"
"66","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","USA","United States",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,543249,"d; e","Definition differs; Estimated value","G_","PPP"
"67","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,247808.303285244,"","","G_","PPP"
"68","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,292196.334101595,"","","G_","PPP"
"69","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,334116.570198709,"","","G_","PPP"
"70","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,370605.486015488,"","","G_","PPP"
"71","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,407466.678108723,"","","G_","PPP"
"72","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,451411.916295617,"","","G_","PPP"
"73","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","CHN","China (People's Republic of)",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,495980.942813618,"","","G_","PPP"
"74","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,35192.0771939962,"","","G_","PPP"
"75","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,37911.4927064046,"","","G_","PPP"
"76","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,38607.0431671139,"","","G_","PPP"
"77","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,40330.1791246171,"","","G_","PPP"
"78","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,38776.3645167333,"","","G_","PPP"
"79","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,38742.5967057889,"","","G_","PPP"
"80","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","RUS","Russia",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,41868.0120705431,"","","G_","PPP"
"81","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2011,2011,"USD","US Dollar",6,"Millions",NA,NA,1060899.0225696,"e","Estimated value","G_","PPP"
"82","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2012,2012,"USD","US Dollar",6,"Millions",NA,NA,1092840.05461484,"e","Estimated value","G_","PPP"
"83","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2013,2013,"USD","US Dollar",6,"Millions",NA,NA,1149660.94943089,"e","Estimated value","G_","PPP"
"84","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2014,2014,"USD","US Dollar",6,"Millions",NA,NA,1202201.6180649,"e","Estimated value","G_","PPP"
"85","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2015,2015,"USD","US Dollar",6,"Millions",NA,NA,1240361.07844527,"e","Estimated value","G_","PPP"
"86","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2016,2016,"USD","US Dollar",6,"Millions",NA,NA,1280791.55915171,"e","Estimated value","G_","PPP"
"87","G_PPP","Gross Domestic Expenditure on R&D (GERD) at current PPP $","OECD","OECD - Total",2017,2017,"USD","US Dollar",6,"Millions",NA,NA,1357745.77799691,"e","Estimated value","G_","PPP"
"88","G_XGDP","GERD as a percentage of GDP","AUS","Australia",2011,2011,"PC","Percentage",0,"Units",NA,NA,2.11403053636714,"e","Estimated value","G_","XGDP"
"89","G_XGDP","GERD as a percentage of GDP","AUS","Australia",2013,2013,"PC","Percentage",0,"Units",NA,NA,2.09389251374701,"e","Estimated value","G_","XGDP"
"90","G_XGDP","GERD as a percentage of GDP","AUS","Australia",2015,2015,"PC","Percentage",0,"Units",NA,NA,1.87561246606434,"e","Estimated value","G_","XGDP"
"91","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2011,2011,"PC","Percentage",0,"Units",NA,NA,1.7913228895527,"","","G_","XGDP"
"92","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2012,2012,"PC","Percentage",0,"Units",NA,NA,1.77659961992706,"b","Time series break","G_","XGDP"
"93","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2013,2013,"PC","Percentage",0,"Units",NA,NA,1.70964268831445,"","","G_","XGDP"
"94","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2014,2014,"PC","Percentage",0,"Units",NA,NA,1.7182339513502,"b","Time series break","G_","XGDP"
"95","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2015,2015,"PC","Percentage",0,"Units",NA,NA,1.69717533584211,"","","G_","XGDP"
"96","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2016,2016,"PC","Percentage",0,"Units",NA,NA,1.69728197708892,"","","G_","XGDP"
"97","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2017,2017,"PC","Percentage",0,"Units",NA,NA,1.59099670273325,"p","Provisional value","G_","XGDP"
"98","G_XGDP","GERD as a percentage of GDP","CAN","Canada",2018,2018,"PC","Percentage",0,"Units",NA,NA,1.548202425392,"e; p","Estimated value; Provisional value","G_","XGDP"
"99","G_XGDP","GERD as a percentage of GDP","FRA","France",2011,2011,"PC","Percentage",0,"Units",NA,NA,2.19161452586975,"","","G_","XGDP"
"100","G_XGDP","GERD as a percentage of GDP","FRA","France",2012,2012,"PC","Percentage",0,"Units",NA,NA,2.22706582331325,"","","G_","XGDP"
"101","G_XGDP","GERD as a percentage of GDP","FRA","France",2013,2013,"PC","Percentage",0,"Units",NA,NA,2.23702513096375,"","","G_","XGDP"
"102","G_XGDP","GERD as a percentage of GDP","FRA","France",2014,2014,"PC","Percentage",0,"Units",NA,NA,2.2759166699616,"b","Time series break","G_","XGDP"
"103","G_XGDP","GERD as a percentage of GDP","FRA","France",2015,2015,"PC","Percentage",0,"Units",NA,NA,2.26703077466121,"","","G_","XGDP"
"104","G_XGDP","GERD as a percentage of GDP","FRA","France",2016,2016,"PC","Percentage",0,"Units",NA,NA,2.24805031751331,"p","Provisional value","G_","XGDP"
"105","G_XGDP","GERD as a percentage of GDP","FRA","France",2017,2017,"PC","Percentage",0,"Units",NA,NA,2.18868375705863,"e","Estimated value","G_","XGDP"
"106","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2011,2011,"PC","Percentage",0,"Units",NA,NA,2.79562403714966,"","","G_","XGDP"
"107","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2012,2012,"PC","Percentage",0,"Units",NA,NA,2.86812621000196,"","","G_","XGDP"
"108","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2013,2013,"PC","Percentage",0,"Units",NA,NA,2.82104519786005,"","","G_","XGDP"
"109","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2014,2014,"PC","Percentage",0,"Units",NA,NA,2.86691120571431,"","","G_","XGDP"
"110","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2015,2015,"PC","Percentage",0,"Units",NA,NA,2.91196771908189,"","","G_","XGDP"
"111","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2016,2016,"PC","Percentage",0,"Units",NA,NA,2.91711545955664,"","","G_","XGDP"
"112","G_XGDP","GERD as a percentage of GDP","DEU","Germany",2017,2017,"PC","Percentage",0,"Units",NA,NA,3.0223336608347,"e","Estimated value","G_","XGDP"
"113","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2011,2011,"PC","Percentage",0,"Units",NA,NA,1.20983504420161,"","","G_","XGDP"
"114","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2012,2012,"PC","Percentage",0,"Units",NA,NA,1.27086994387159,"","","G_","XGDP"
"115","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2013,2013,"PC","Percentage",0,"Units",NA,NA,1.30768489150966,"","","G_","XGDP"
"116","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2014,2014,"PC","Percentage",0,"Units",NA,NA,1.34300836735258,"e","Estimated value","G_","XGDP"
"117","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2015,2015,"PC","Percentage",0,"Units",NA,NA,1.34115342947768,"","","G_","XGDP"
"118","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2016,2016,"PC","Percentage",0,"Units",NA,NA,1.37130610512481,"b","Time series break","G_","XGDP"
"119","G_XGDP","GERD as a percentage of GDP","ITA","Italy",2017,2017,"PC","Percentage",0,"Units",NA,NA,1.3539629596027,"p","Provisional value","G_","XGDP"
"120","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2011,2011,"PC","Percentage",0,"Units",NA,NA,3.24476642141925,"","","G_","XGDP"
"121","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2012,2012,"PC","Percentage",0,"Units",NA,NA,3.20908393695455,"","","G_","XGDP"
"122","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2013,2013,"PC","Percentage",0,"Units",NA,NA,3.31495982714583,"b","Time series break","G_","XGDP"
"123","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2014,2014,"PC","Percentage",0,"Units",NA,NA,3.40021853521083,"","","G_","XGDP"
"124","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2015,2015,"PC","Percentage",0,"Units",NA,NA,3.27754086669231,"","","G_","XGDP"
"125","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2016,2016,"PC","Percentage",0,"Units",NA,NA,3.14080600127255,"","","G_","XGDP"
"126","G_XGDP","GERD as a percentage of GDP","JPN","Japan",2017,2017,"PC","Percentage",0,"Units",NA,NA,3.20432207421503,"","","G_","XGDP"
"127","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2011,2011,"PC","Percentage",0,"Units",NA,NA,3.74361298390238,"","","G_","XGDP"
"128","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2012,2012,"PC","Percentage",0,"Units",NA,NA,4.02554328197758,"","","G_","XGDP"
"129","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2013,2013,"PC","Percentage",0,"Units",NA,NA,4.14852846635485,"","","G_","XGDP"
"130","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2014,2014,"PC","Percentage",0,"Units",NA,NA,4.28874332567582,"","","G_","XGDP"
"131","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2015,2015,"PC","Percentage",0,"Units",NA,NA,4.21701706156399,"","","G_","XGDP"
"132","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2016,2016,"PC","Percentage",0,"Units",NA,NA,4.22744071918508,"","","G_","XGDP"
"133","G_XGDP","GERD as a percentage of GDP","KOR","Korea",2017,2017,"PC","Percentage",0,"Units",NA,NA,4.55323946333385,"","","G_","XGDP"
"134","G_XGDP","GERD as a percentage of GDP","MEX","Mexico",2011,2011,"PC","Percentage",0,"Units",NA,NA,0.51144169725073,"","","G_","XGDP"
"135","G_XGDP","GERD as a percentage of GDP","MEX","Mexico",2012,2012,"PC","Percentage",0,"Units",NA,NA,0.48684154627671,"","","G_","XGDP"
"136","G_XGDP","GERD as a percentage of GDP","MEX","Mexico",2013,2013,"PC","Percentage",0,"Units",NA,NA,0.49855126604572,"","","G_","XGDP"
"137","G_XGDP","GERD as a percentage of GDP","MEX","Mexico",2014,2014,"PC","Percentage",0,"Units",NA,NA,0.53036603800259,"e; p","Estimated value; Provisional value","G_","XGDP"
"138","G_XGDP","GERD as a percentage of GDP","MEX","Mexico",2015,2015,"PC","Percentage",0,"Units",NA,NA,0.52376584727987,"e; p","Estimated value; Provisional value","G_","XGDP"
"139","G_XGDP","GERD as a percentage of GDP","MEX","Mexico",2016,2016,"PC","Percentage",0,"Units",NA,NA,0.48609043334085,"e; p","Estimated value; Provisional value","G_","XGDP"
"140","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2011,2011,"PC","Percentage",0,"Units",NA,NA,1.66487893923308,"","","G_","XGDP"
"141","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2012,2012,"PC","Percentage",0,"Units",NA,NA,1.59382253601091,"e","Estimated value","G_","XGDP"
"142","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2013,2013,"PC","Percentage",0,"Units",NA,NA,1.63937600029977,"","","G_","XGDP"
"143","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2014,2014,"PC","Percentage",0,"Units",NA,NA,1.65914888887082,"e","Estimated value","G_","XGDP"
"144","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2015,2015,"PC","Percentage",0,"Units",NA,NA,1.66817962917737,"","","G_","XGDP"
"145","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2016,2016,"PC","Percentage",0,"Units",NA,NA,1.68211202300657,"e","Estimated value","G_","XGDP"
"146","G_XGDP","GERD as a percentage of GDP","GBR","United Kingdom",2017,2017,"PC","Percentage",0,"Units",NA,NA,1.6638133047493,"p","Provisional value","G_","XGDP"
"147","G_XGDP","GERD as a percentage of GDP","USA","United States",2011,2011,"PC","Percentage",0,"Units",NA,NA,2.76525483346332,"d","Definition differs","G_","XGDP"
"148","G_XGDP","GERD as a percentage of GDP","USA","United States",2012,2012,"PC","Percentage",0,"Units",NA,NA,2.6816621120186,"d","Definition differs","G_","XGDP"
"149","G_XGDP","GERD as a percentage of GDP","USA","United States",2013,2013,"PC","Percentage",0,"Units",NA,NA,2.70971127476794,"d","Definition differs","G_","XGDP"
"150","G_XGDP","GERD as a percentage of GDP","USA","United States",2014,2014,"PC","Percentage",0,"Units",NA,NA,2.71920374149906,"d","Definition differs","G_","XGDP"
"151","G_XGDP","GERD as a percentage of GDP","USA","United States",2015,2015,"PC","Percentage",0,"Units",NA,NA,2.7174374510718,"d","Definition differs","G_","XGDP"
"152","G_XGDP","GERD as a percentage of GDP","USA","United States",2016,2016,"PC","Percentage",0,"Units",NA,NA,2.75965565965042,"d; p","Definition differs; Provisional value","G_","XGDP"
"153","G_XGDP","GERD as a percentage of GDP","USA","United States",2017,2017,"PC","Percentage",0,"Units",NA,NA,2.78798057663089,"d; e","Definition differs; Estimated value","G_","XGDP"
"154","G_XGDP","GERD as a percentage of GDP","CHN","China (People's Republic of)",2011,2011,"PC","Percentage",0,"Units",NA,NA,1.7753931427838,"","","G_","XGDP"
"155","G_XGDP","GERD as a percentage of GDP","CHN","China (People's Republic of)",2012,2012,"PC","Percentage",0,"Units",NA,NA,1.90581611696042,"","","G_","XGDP"
